Query,Subject,Identity,E-value
Query_79423,gb|MDA9016626.1| hypothetical protein [bacterium],464,0.0
Query_79423,gb|MCF8340159.1| hypothetical protein [Chitinophagaceae bacterium],440,0.0
Query_79423,gb|NBW14742.1| hypothetical protein [Caulobacteraceae bacterium],440,0.0
Query_79423,gb|MDA9279970.1| hypothetical protein [bacterium] >gb|MDB0072685.1| hypothetical protein [bacterium] >gb|MDB4234945.1| hypothetical protein [bacterium] >gb|MDB4351850.1| hypothetical protein [Porticoccaceae bacterium] >gb|MDB9801280.1| hypothetical protein [Flavobacteriaceae bacterium],437,0.0
Query_79423,"emb|CAB4130272.1| Capsid protein, T4-like bacteriophage [uncultured Caudovirales phage]",445,0.0
Query_79423,gb|NBP66205.1| hypothetical protein [Bacteroidota bacterium],442,0.0
Query_79423,gb|NBO36255.1| hypothetical protein [bacterium],432,0.0
Query_79423,gb|MDB3870587.1| hypothetical protein [bacterium],412,0.0
Query_79423,gb|MBT5286032.1| hypothetical protein [Euryarchaeota archaeon],380,0.0
Query_79423,gb|MDB4326347.1| hypothetical protein [bacterium],380,0.0
Query_79423,gb|MDB4277955.1| hypothetical protein [Gammaproteobacteria bacterium],366,0.0
Query_79423,gb|MDB4335487.1| hypothetical protein [bacterium],359,0.0
Query_79423,gb|TXG83744.1| MAG: hypothetical protein E6R13_03625 [Spirochaetota bacterium],368,0.0
Query_79423,gb|MAH42247.1| hypothetical protein [archaeon],360,0.0
Query_79423,gb|MDA3780506.1| hypothetical protein [Bacteroidales bacterium],340,0.0
Query_79423,gb|MBO5958099.1| hypothetical protein [Bacteroidales bacterium],338,0.0
Query_79423,tpg|DAJ18336.1| MAG TPA: Major capsid protein [Myoviridae sp. ctQ2H14],329,0.0
Query_79423,tpg|DAK04435.1| MAG TPA: Major capsid protein [Bacteriophage sp.] >tpg|DAP37035.1| MAG TPA: Major capsid protein [Ackermannviridae sp.] >tpg|DAR64425.1| MAG TPA: Major capsid protein [Caudoviricetes sp.] >tpg|DAW74763.1| MAG TPA: Major capsid protein [Ackermannviridae sp.],329,0.0
Query_79423,gb|MDE5889176.1| hypothetical protein [Bacilli bacterium],326,0.0
Query_79423,gb|MCK9543824.1| hypothetical protein [Novosphingobium sp.],323,0.0
Query_79423,gb|MBP3630029.1| hypothetical protein [Clostridia bacterium],330,0.0
Query_79423,gb|MBP5456851.1| hypothetical protein [Paludibacteraceae bacterium],313,0.0
Query_79423,tpg|DAL46814.1| MAG TPA_asm: Major capsid protein [Caudoviricetes sp.],324,0.0
Query_79423,tpg|DAE37018.1| MAG TPA: Major capsid protein [Bacteriophage sp.],316,0.0
Query_79423,gb|NDD85926.1| hypothetical protein [bacterium],295,0.0
Query_79423,tpg|DAK49856.1| MAG TPA: Major capsid protein [Caudoviricetes sp.],321,0.0
Query_79423,gb|MBP5458055.1| hypothetical protein [Paludibacteraceae bacterium],325,0.0
Query_79423,gb|MCD8208270.1| hypothetical protein [Bacteroidales bacterium],320,0.0
Query_79423,gb|MBP5724619.1| hypothetical protein [Bacteroidales bacterium],310,0.0
Query_79423,gb|NBP57842.1| hypothetical protein [Candidatus Elulimicrobium humile],283,0.0
Query_79423,gb|MCB0287222.1| hypothetical protein [Calditrichota bacterium],300,0.0
Query_79423,gb|MCH9716456.1| hypothetical protein [Gammaproteobacteria bacterium],300,0.0
Query_79423,gb|MCX8483122.1| hypothetical protein [Crocinitomicaceae bacterium],268,0.0
Query_79423,gb|MBO6252715.1| hypothetical protein [Bacteroidaceae bacterium],264,6.41964e-171
Query_79423,gb|MBR6515511.1| hypothetical protein [Bacilli bacterium],266,5.37564e-168
Query_79423,tpg|DAK83572.1| MAG TPA: Major capsid protein [Caudoviricetes sp.],264,2.73955e-167
Query_79423,tpg|DAX38359.1| MAG TPA: Major capsid protein [Caudoviricetes sp.],262,2.85403e-167
Query_79423,tpg|DAK97931.1| MAG TPA: Major capsid protein [Ackermannviridae sp.],264,3.4774e-167
Query_79423,tpg|DAK15741.1| MAG TPA: Major capsid protein [Ackermannviridae sp.],264,3.90332e-167
Query_79423,tpg|DAS65285.1| MAG TPA: Major capsid protein [Ackermannviridae sp.],264,4.84793e-167
Query_79423,gb|MDP6584787.1| hypothetical protein [Anaerolineales bacterium],237,5.61072e-166
Query_79423,tpg|DAP99842.1| MAG TPA: Major capsid protein [Ackermannviridae sp.],258,7.80446e-165
Query_79423,tpg|DAU33906.1| MAG TPA: Major capsid protein [Caudoviricetes sp.],258,3.2568e-164
Query_79423,tpg|DAH50297.1| MAG TPA: Major capsid protein [Caudoviricetes sp.],259,3.36253e-164
Query_79423,gb|UWD58173.1| MAG: Major capsid protein [Bacteriophage sp.] >tpg|DAF43695.1| MAG TPA: Major capsid protein [Myoviridae sp. ctNQV2],251,2.65778e-159
Query_79423,gb|UVX33277.1| MAG: Major capsid protein Gp23 [Bacteriophage sp.],250,1.51921e-158
Query_79423,gb|UWI34644.1| MAG: Major capsid protein [Bacteriophage sp.],252,1.62117e-158
Query_79423,gb|UWF79194.1| MAG: Major capsid protein [Bacteriophage sp.] >gb|UWF82290.1| MAG: Major capsid protein [Bacteriophage sp.],252,1.72999e-158
Query_79423,gb|UWG15063.1| MAG: Major capsid protein [Bacteriophage sp.],252,1.72999e-158
Query_79423,gb|UVM93612.1| MAG: major capsid protein [Bacteriophage sp.],250,1.72999e-158
