Query,Subject,Identity,E-value
Query_25783,gb|MBI4117381.1| hypothetical protein [Parcubacteria group bacterium],264,0.0
Query_25783,gb|OGG55277.1| MAG: hypothetical protein A3D62_00940 [Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_11],243,0.0
Query_25783,gb|MCR4333504.1| hypothetical protein [Patescibacteria group bacterium],236,6.57804e-164
Query_25783,gb|MBI4163089.1| hypothetical protein [Candidatus Aenigmarchaeota archaeon],192,5.47188e-129
Query_25783,tpg|HII89374.1| hypothetical protein [Candidatus Woesearchaeota archaeon],192,8.90468e-127
Query_25783,gb|MBL7056788.1| hypothetical protein [Candidatus Woesearchaeota archaeon],187,1.95161e-124
Query_25783,gb|MBC8495520.1| hypothetical protein [archaeon],186,1.9413e-123
Query_25783,gb|MBS3128698.1| adenylyltransferase/cytidyltransferase family protein [Candidatus Woesearchaeota archaeon],190,3.41747e-112
Query_25783,gb|KAI6654645.1| hypothetical protein LOD99_1039 [Oopsacas minuta],169,3.95516e-105
Query_25783,tpg|HIG95777.1| hypothetical protein [Candidatus Woesearchaeota archaeon],156,1.3232e-102
Query_25783,gb|MBM3777942.1| hypothetical protein [Acidimicrobiia bacterium],166,3.55073e-102
Query_25783,ref|WP_132013134.1| hypothetical protein [Hydrogenispora ethanolica] >gb|TCL74147.1| hypothetical protein EDC14_100483 [Hydrogenispora ethanolica],165,4.90847e-101
Query_25783,gb|MBI5369337.1| hypothetical protein [Planctomycetota bacterium],160,3.04202e-99
Query_25783,gb|KAH3743656.1| hypothetical protein Pelo_14933 [Pelomyxa schiedti],164,2.50682e-95
Query_25783,emb|CAH1788495.1| unnamed protein product [Owenia fusiformis],157,4.31907e-94
Query_25783,gb|RMF75283.1| MAG: hypothetical protein D6738_04140 [Acidobacteriota bacterium],151,3.2567e-92
Query_25783,emb|CAG5096894.1| Oidioi.mRNA.OKI2018_I69.XSR.g14833.t1.cds [Oikopleura dioica],132,1.54043e-70
Query_25783,gb|MAG72928.1| hypothetical protein [archaeon],76,2.71563e-46
Query_25783,emb|CAH1788496.1| unnamed protein product [Owenia fusiformis],73,4.39448e-35
Query_25783,tpg|HIG96010.1| hypothetical protein [Candidatus Woesearchaeota archaeon],66,1.67585e-33
