Query,Subject,Identity,E-value
Query_68371,gb|MDH3879825.1| hypothetical protein [Desulfobacterales bacterium],253,0.0
Query_68371,gb|QGZ17840.1| capsid protein [Pelagibacter phage HTVC027P],253,0.0
Query_68371,gb|MDB4352334.1| hypothetical protein [Porticoccaceae bacterium] >gb|MDB4676149.1| hypothetical protein [Flavobacteriales bacterium] >gb|MDB9910570.1| hypothetical protein [Flavobacteriaceae bacterium],251,0.0
Query_68371,gb|MAU24739.1| hypothetical protein [Chloroflexota bacterium],250,0.0
Query_68371,dbj|BCV01722.1| MAG: hypothetical protein CM15mV45_150 [uncultured marine virus],253,0.0
Query_68371,gb|MDA9624151.1| hypothetical protein [Pelagibacteraceae bacterium],247,0.0
Query_68371,gb|MAW49043.1| hypothetical protein [Gammaproteobacteria bacterium],250,0.0
Query_68371,gb|MDC1485813.1| hypothetical protein [Pelagibacteraceae bacterium],248,0.0
Query_68371,gb|REK63572.1| MAG: hypothetical protein DWQ49_02565 [Bacteroidota bacterium],245,2.10004e-179
Query_68371,gb|MDP6583172.1| Mu-like prophage major head subunit gpT family protein [Anaerolineales bacterium],244,5.63189e-179
Query_68371,dbj|BCV03115.1| MAG: hypothetical protein CM15mV61_300 [uncultured marine virus],246,9.12233e-179
Query_68371,gb|MDC0955850.1| hypothetical protein [Candidatus Pelagibacter sp.],247,1.31948e-178
Query_68371,gb|MDB3885980.1| hypothetical protein [Candidatus Pelagibacter sp.] >gb|MDC0647570.1| hypothetical protein [Candidatus Pelagibacter sp.],244,1.23887e-177
Query_68371,gb|MBT8233691.1| hypothetical protein [Bacteroidia bacterium],244,3.14508e-177
Query_68371,gb|MDC1109730.1| hypothetical protein [Candidatus Pelagibacter sp.],242,7.31099e-177
Query_68371,gb|MDB4343223.1| hypothetical protein [bacterium],243,4.81794e-176
Query_68371,gb|ASE99978.1| hypothetical protein [uncultured virus],240,1.53421e-175
Query_68371,gb|MDH4011784.1| hypothetical protein [Desulfobacterales bacterium],241,5.37052e-175
Query_68371,gb|MCS5599911.1| phage major capsid protein [Rhodospirillales bacterium],234,3.47862e-172
Query_68371,gb|MDP6587096.1| hypothetical protein [Anaerolineales bacterium],236,7.37902e-172
Query_68371,gb|ANS05636.1| hypothetical protein [uncultured Mediterranean phage],236,7.1179e-171
Query_68371,gb|MDC3346416.1| hypothetical protein [Schleiferiaceae bacterium],230,4.11624e-169
Query_68371,gb|MDP6587369.1| Mu-like prophage major head subunit gpT family protein [Anaerolineales bacterium],233,8.74196e-168
Query_68371,gb|MDC3263756.1| hypothetical protein [Porticoccaceae bacterium],229,1.64683e-165
Query_68371,gb|MDB4410982.1| Mu-like prophage major head subunit gpT family protein [bacterium],227,2.52479e-165
Query_68371,gb|MDA9812528.1| hypothetical protein [bacterium],232,5.1495e-165
Query_68371,gb|MCJ7571270.1| phage major capsid protein [Candidatus Thermoplasmatota archaeon],232,7.07138e-165
Query_68371,gb|MDC3331516.1| hypothetical protein [Candidatus Pelagibacter sp.],230,1.98051e-164
Query_68371,gb|MBC8409109.1| hypothetical protein [Paracoccaceae bacterium],224,6.28521e-163
Query_68371,gb|MDP6249942.1| hypothetical protein [Candidatus Paceibacterota bacterium] >gb|MDP7159090.1| hypothetical protein [Candidatus Paceibacterota bacterium],224,1.20652e-161
Query_68371,gb|NBW11802.1| hypothetical protein [Caulobacteraceae bacterium],226,1.14878e-160
Query_68371,gb|MAW12599.1| hypothetical protein [Paracoccaceae bacterium],222,2.09845e-160
Query_68371,dbj|BCV05835.1| MAG: hypothetical protein CM15mV118_310 [uncultured marine virus],221,2.87681e-159
Query_68371,gb|ASF00462.1| hypothetical protein [uncultured virus],219,5.79928e-159
Query_68371,gb|OUW92622.1| MAG: hypothetical protein CBD88_08260 [Flavobacteriales bacterium TMED228],225,7.19339e-159
Query_68371,gb|MDB4453568.1| hypothetical protein [Pseudomonadales bacterium],223,9.94959e-159
Query_68371,gb|MBC8408997.1| Mu-like prophage major head subunit gpT family protein [Paracoccaceae bacterium],220,1.90799e-158
Query_68371,gb|NBP70357.1| hypothetical protein [Cytophagia bacterium],221,5.97915e-158
Query_68371,gb|MDB3947259.1| hypothetical protein [Candidatus Pelagibacter sp.],219,1.03079e-157
Query_68371,gb|NDG31858.1| hypothetical protein [bacterium],224,1.9731e-157
Query_68371,gb|MAJ58179.1| hypothetical protein [Candidatus Pelagibacter sp.],220,2.17752e-157
Query_68371,gb|MDC0648089.1| hypothetical protein [bacterium],223,3.12564e-157
Query_68371,dbj|BCV04387.1| MAG: hypothetical protein CM15mV85_110 [uncultured marine virus],219,8.47248e-156
Query_68371,gb|MBX0310820.1| hypothetical protein [Sulfurihydrogenibium sp.],220,1.29487e-155
Query_68371,gb|MDB4396443.1| hypothetical protein [bacterium],222,1.54288e-155
Query_68371,gb|MDB2405106.1| hypothetical protein [bacterium],224,5.25333e-155
Query_68371,gb|MDB3919964.1| hypothetical protein [Candidatus Pelagibacter sp.],221,7.38769e-155
Query_68371,dbj|BAR35793.1| hypothetical protein [uncultured Mediterranean phage uvMED],216,2.13108e-154
Query_68371,emb|CAB4155038.1| hypothetical protein UFOVP652_64 [uncultured Caudovirales phage] >emb|CAB5224368.1| hypothetical protein UFOVP734_60 [uncultured Caudovirales phage],216,2.23962e-154
Query_68371,gb|MBP04334.1| hypothetical protein [Euryarchaeota archaeon],216,2.31443e-154
